id,username,posts,followers,following,caption,caption_length,taken_at,video_duration,hashtag_count,mention_count,like_count,comment_count,view_count,summary,summary_title,summary_topic,summary_length,avg_brightness,std_brightness,avg_db,std_db,avg_frequency,std_frequency
816,luthfirambe,359.0,166638.0,1426.0,"Nyobain workout sebelum sahur!

Kelebihan, kekurangan, dan cocoknya buat siapa semuanya ada di video ini.

#workout #workoutpuasa #puasa",136,2025-03-02T09:15:00,113.963,3,0,748,39,13335.0,"Video ini menceritakan pengalaman pertama kali melakukan workout sebelum sahur, beserta kelebihan dan kekurangannya. Kelebihannya termasuk menjaga hidrasi, meningkatkan energi di pagi hari, dan menjadi lebih bersemangat. Namun, kekurangannya meliputi diperlukannya kemauan kuat untuk bangun pagi, waktu tidur yang kurang, rasa ngantuk di siang hari, dan waktu workout yang terbatas. Cocok untuk orang sibuk di sore hingga malam, dan disarankan untuk mencoba di hari libur terlebih dahulu.","Workout Sebelum Sahur: Pengalaman, Kelebihan, dan Kekurangannya",Kesehatan,488,72.38512294,27.08929717,-18.13526,8.311254,1509.288088,743.4808914
193,volinesia_,2375.0,99304.0,511.0,"Semoga segala harapan dan cita-cita bapak SBY bisa terwujud dan Lavani bisa terus menemukan talenta-talenta berbakat dari seluruh pelosok negeri. Amiinnn 

@lavani.forever 
______________________________
#volinesia #voliindo #volimaniaindonesia #volleyball",256,2020-09-15T12:53:36,32.066,4,1,940,9,14790.0,"Transkrip ini menyampaikan harapan bagi suksesnya klub bola voli Lavani dalam Pro Liga 2021. Klub ini terdiri dari pemain berbakat dari berbagai daerah di Indonesia, yang sebagian berasal dari kalangan biasa hingga kurang mampu. Dalam transkrip ini, diungkapkan harapan besar atas keberhasilan tim ini di masa depan.",Harapan Sukses Klub Bola Voli Lavani di Pro Liga 2021,Olahraga,316,67.22366333,26.0984362,-22.18803,24.063456,1300.356898,1075.18384
348,fitra.eri,6661.0,1683569.0,1519.0,"Halo semua, berikut syarat dan ketentuan giveaway 3 set velg HSR Wheel “FE04”:

1. Jawab pertanyaan di bawah ini di kolom komentar:
 – Sebutkan berapa kali Fitra Eri menyebutkan kata “FE04” di video YouTube “Drifting Challenge Farrel Rafellyno vs Fitra Eri”
 – Ceritakan kenapa harus kamu yg mendapatkan velg HSR FE04 ini

2. Periode giveaway berlangsung mulai hari ini s/d 20 September 2024

3. Pemenang akan diumumkan di akun Instagram @hsroriginal pada tanggal 22 September 2024

4. Tiga (3) orang pemenang yang dipilih adalah keputusan dari Fitra Eri dan managemen HSR Wheel yang tidak dapat diganggu gugat

Selamat mengikuti giveaway ini. Semoga Anda beruntung!",666,2024-09-13T09:34:50,42.633,0,1,15678,1553,295802.0,"Video ini menampilkan challenge drifting antara penulis dan anaknya, Feral, berusia 14 tahun, menggunakan mobil Civic Type R dengan velg HSR FE04. Video ini juga menawarkan giveaway 3 set velg HSR FE04 bagi penonton dan sudah tayang di channel Youtube Fitra Eri.",Drifting Challenge dan Giveaway Velg HSR FE04 di Channel Fitra Eri,Otomotif,262,96.66816353,26.05808271,-12.331579,7.9069963,1293.813009,728.7916166
520,motomobitv,7079.0,1203273.0,1215.0,Banyak rumor yang salah beredar di masyarakat. Kami buktikan di sini.,69,2025-08-08T11:24:10,234.398,0,0,5741,220,154126.0,"Video ini menunjukkan pengujian perbedaan antara kecepatan 1, 2, dan 3 pada nozzle pompa bensin SPBU. Dengan menggunakan bejana 20 liter, tim melakukan tes untuk mengukur volume bensin yang keluar pada masing-masing kecepatan. Penjelasan diberikan mengenai alasan menggunakan bejana 20 liter sesuai dengan spek pompa dispenser dan MMQ (Minimum Measurement Quality). Hasil tes menunjukkan bahwa kecepatan yang berbeda tidak mempengaruhi jumlah liter yang keluar, sehingga ketiga kecepatan tersebut sama-sama akurat dalam mengukur volume bensin.","Pengujian Perbedaan Speed 1, 2, dan 3 pada SPBU",Other,543,108.6550739,19.03768748,-15.275878,6.897034,1326.394538,347.8303677
517,rifato,6012.0,696467.0,7145.0,"Kenalin nih jagoan barunya Xpander..! 
""Exceed Tourer"" dengan harga yang lebih terjangkau dengan fitur dan rasa gak kalah canggih sama yang lain, coba deh cek di @mitsubishimotorsid pasti kaget..!",196,2025-07-11T00:35:14,89.95,0,1,4306,75,184434.0,"Transkrip ini membahas tentang Mitsubishi Xpander Exit Tourer, tipe terbaru yang menawarkan penampilan dan fitur yang hampir mirip dengan varian Ultimate namun dengan harga yang lebih terjangkau. Fitur-fiturnya mencakup tampilan sporty, layarsentuh 8 inci, dan aksesori interior yang komplet. Mobil ini dirancang untukkonsumen yang ingin memiliki Xpander dengan fasilitas yang memadai tanpa biaya tinggi.",Mitsubishi Xpander Exit Tourer: Fitur dan Harga Terjangkau,Otomotif,404,110.3424795,25.68331758,-8.627629,6.3556695,1663.852037,878.8206626
964,koni_dki,2375.0,18443.0,465.0,"Kilas Balik Pejuangan Kontingen DKI Jakarta pada PON XXI 2024 Aceh - Sumut.

Kali ini adalah Cabang Olahraga Senam Aerobik.

DKI Jakarta memperoleh medali perak senam aerobik PON Aceh-Sumatera Utara. Berlangsung di Gedung Serbaguna Disporasu, Jalan Pancing, Deliserdang, Minggu (8/9/2024).

Medali perak DKI Jakarta melalui Trio Wulan Septiani, Gregorius Agung Iswarabawa, Budi Qirom.

Untuk nomor perorangan putra, Medali perak diraih atlet DKI Jakarta Gregorius Agung Iswarabawa, diikuti atlet asal Jambi Aprilian Anggara yang mengunci medali perunggu. 

Terimakasih telah memberikan yang terbaik untuk DKI Jakarta!

Untuk Menyaksikan lebih lengkapnya bisa saksikan di Youtube Official KONI DKI Jakarta.

#SuksesJakartaUntukIndonesia #JakartaDatangJakartaMenang #JakartaMenujuPentasDunia #ponacehsumut2024 #SalamOlahraga #konidkijakarta #KontingenJakarta",856,2024-10-17T04:25:41,169.296,7,0,144,3,3913.0,"DKI Jakarta berhasil meraih medali perak dalam nomor senam aerobik pada PON Aceh Sumatera Utara 2024. Pertandingan berlangsung di Gedung Serbaguna Sporasu, dengan trio atlet Wulan Septiani, Gregorius Agung Iswarabawa, dan Budi Kirong yang memberikan penampilan maksimal setelah persiapan panjang selama tiga tahun. Mereka mengucapkan terima kasih kepada pelatih, KONI DKI Jakarta, dan pendukung. Selain itu, Gregorius Agung Iswarabawa juga meraih perak dalam kategori perorangan putra.",DKI Jakarta Raih Perak Senam Aerobik di PON Aceh 2024,Olahraga,485,98.70316967,11.57163883,-8.712085,4.6503334,2217.307629,874.639827
916,ridwanhr,6738.0,1153432.0,1764.0,"Betulin mobil istri yang kena tabrak sudah selesai, full videonya tayang sore ini jam 4 yaa. 😁",94,2025-06-12T06:45:55,31.832,0,0,2278,17,135993.0,"Video ini menampilkan proses pengambilan spare part mobil di Solo, seperti bumper, lampu, plastik, fender, dan kancingan. Selanjutnya, akan dilakukan pengecatan menggunakan produk dari Auto Glow sebelum melanjutkan perjalanan.",Mobil Project: Pengambilan Spare Part dan Proses Pewarnaan,Otomotif,226,84.02713238,39.79807989,-14.078521,9.992366,1572.386535,830.2868678
794,tasyafarasya,3922.0,7346564.0,1112.0,"maaf telat review, tapi muka saya cuma satu!!! finally bisa review sensitive moist skintific menurut aku ini oke sih buat emergency, sensitive skin rescue😍",155,2025-04-21T14:03:30,78.933,0,0,12649,92,1028981.0,"Pembicara membahas mengenai pengalaman menggunakan produk Skin Tific for Sensitive Skin untuk mengatasi kulit kering, sensitif, dan kemerahan yang sedang kumat. Produk ini mengandung Vitamin B12, ceramide, allantoin, dan ectoin yang membantu meredakan kemerahan, mengurangi gatal, dan memperbaiki batasan kulit. Dalam 3 hari, pielanganAlready, kondisi kulit membaik dengan cepat dan aman digunakan.",Review Produk Skin Tific untuk Kulit Sensitif,Kesehatan,398,107.9264818,16.52968656,-12.245,6.2734876,1945.371668,1168.520647
333,fitra.eri,6661.0,1683569.0,1519.0,"Selamat datang, Neta X. Ngga sabar pengen coba di jalan.

@netaindonesia
#XperienceTechWithEV",93,2024-07-19T06:02:11,70.833,1,1,2754,26,111239.0,"Neta X adalah mobil listrik Medium SUV yang baru diluncurkan dengan baterai 63,56 kWh dan jangkauan hingga 480 km. Mobil ini memiliki tenaga 161 HP dan torsi 210 Nm, mampu mempercepat dari 0-100 km/jam dalam 9,5 detik. Desainnya futuristis dengan velg 18 inci, kamera 360°, sistem ADAS Level 2, dan empat pilihan warna eksterior serta dua warna interior. Interior minimalis mewah dengan material arcantara dan soft panel, serta kapasitas bagasi 1388 liter yang ideal untuk perjalanan jauh.",Neta X 2024: Spesifikasi dan Fitur Unggulan SUV Elektrik Terbaru,Otomotif,489,126.1331639,9.030673915,-11.122285,5.244214,1809.398256,617.0345249
245,wardahyouthambassador,365.0,103166.0,22.0,"Real stories, real impact, from finding purpose to making empowering moves, Wardah Youth Ambassador 2023.

Ready to rewrite your own stories?
#WYA2024 #WardahYouthAmbassador",173,2023-12-27T10:38:13,90.024,2,0,586,13,22390.0,"Anggota WA Semarang berbagi pengalaman positif sebagai bagian dari komunitas tersebut, dengan menekankan kesempatan untuk berkembang, bertemu teman baru, serta terlibat dalam berbagai kegiatan. Mereka juga menyampaikan kebanggaan atas pertemuan dengan influencer terkenal di Semarang dan memberikan semangat untuk Wardah di masa depan.",Pengalaman dan Kesan Anggota WA Semarang,Kecantikan,335,180.6898828,19.29709131,-8.080278,7.2072034,1875.618951,673.0306167
890,ridwanhr,6738.0,1153432.0,1764.0,"200 ribu bisa dapet apa di GIIAS 2025? 

Nah ini dia saya kasih tau, kalian bisa dapat kampas rem mobil Bendix Heavy Duty seharga 199rb yang mana promo ini hanya bisa kalian dapatkan selama GIIAS 2025. 

Dan bukan cuma itu saja, beli kampas rem ini bisa dapatkan voucher pemasangan gratis di official partnernya Bendix. 

#Rempesawathadiruntukmobilanda",352,2025-07-27T10:34:50,120.366,1,0,4208,89,201298.0,"Video ini mempromosikan produk kampas rem Bendix Heavy Duty dengan harga Rp 200.000. Produk ini menawarkan kelebihan seperti daya tahan lebih lama dan harga yang terjangkau. Kalian bisa membelinya dengan mudah melalui marketplace seperti Tokopedia, Lazada, dan Shopee. Ada juga promo menarik bagi 100 orang pertama yang membeli kampas rem Bendix Heavy Duty di event Gias 2025, yaitu voucher pemasangan gratis.",Promo Kampas Rem Bendix Heavy Duty dengan Harga Terjangkau,Otomotif,409,108.2795802,8.499584317,-9.701781,5.228529,1642.687814,446.9585438
185,kemenpora,10396.0,734352.0,868.0,"Hasil pertandingan biar pemain Timnas Indonesia yang berjuang dilapangan. Tapi urusan menjaga kebersihan dan kenyamanan saat nonton di stadion, supporter Jepang bisa kita kalahkan! 💪🏻

Minpora mau share nih do's and don'ts untuk Sobatpora yang akan dukung Timnas Garuda di SUGBK. Yuk Sob, kita tunjukkan bahwa supporter Indonesia berkelas dunia! 🇮🇩🔥

#Kemenpora
#PemudaMajuOlahragaJaya",385,2024-11-15T06:35:42,89.698,2,0,499,14,16446.0,"Video ini memberikan informasi tentang beberapa hal yang perlu diperhatikan sebelum menonton pertandingan di Stadion BPK. Beberapa di antaranya adalah dilarangnya membawa barang tertentu seperti kamera profesional, alat untuk live, dan zat-zat yang melanggar hukum. Selain itu, para penonton juga diminta untuk tidak merokok, mengonsumsi alkohol, atau menggunakan narkoba di dalam stadion. Penonton disarankan untuk menggunakan transportasi umum dan memastikan mereka memiliki tiket masuk yang sah.",Tata Tertib Menonton di Stadion BPK,Olahraga,498,120.0783909,36.22426587,-8.435424,3.804639,2168.42451,742.0738819
341,fitra.eri,6661.0,1683569.0,1519.0,"Congratulations Solar Gard Indonesia yang kembali dipercaya oleh Mitsubishi untuk menjadi kaca film OEM dari Mitsubishi XForce! Dengan penolakan panas dari Solar Gard Premium Black Phantom seperti yang saya pasang di beberapa mobil saya, pastinya buat pengalaman berkendara Anda jadi lebih aman dan nyaman.

#PengenAdem? Ya pakai Solar Gard!
@solargard.id",355,2023-12-08T12:28:22,44.266,1,1,5910,29,238403.0,"Transkrip ini membahas tentang Mitsubishi X-Force, SUV compact yang dirakit di Indonesia. Salah satu fitur utamanya adalah kaca film OEM Solar Guard Black Phantom yang sudah terpasang secara standar, menawarkan penolakan panas yang baik, tampilan yang lebih mewah, dan privasi yang terjaga. Selain itu, Solar Guard juga memberikan garansi 5 tahun, sehingga memberikan rasa aman dan nyaman bagi pengguna.",Mitsubishi X-Force dengan Kaca Film Solar Guard,Otomotif,403,96.8229325,8.129620328,-19.527157,6.5677447,1530.226155,730.8773447
79,leonhartono,40.0,227593.0,1013.0,"Kalau kata bos Holywings @ivantanjaya, karyawan bibit bos itu ga selalu mereka yang pintar. Tapi justru mereka yang tahan kalo ada tekanan, nggak gampang stress, dan solutif.",174,2025-08-04T11:06:25,38.633,0,1,4895,38,207924.0,"Transkrip ini membahas tentang kualitas yang diperlukan untuk menjadi brand owner yang berhasil. Tidak hanya kecerdasan yang penting, tetapi lebih pada kemampuan untuk menangani masalah, menerima input, dan respons yang baik terhadap keluhan pelanggan. Kualitas seperti ketahanan terhadap stres, kemampuan mencari solusi, dan tidak mudah kewalahan dengan tekanan adalah kunci kesuksesan. Pembicara juga menekankan bahwa latar belakang pendidikan atau IPK tinggi bukanlah penentu utama, melainkan kemampuan untuk bertahan dan menemukan solusi dalam menghadapi masalah sehari hari.",Kualitas dan Keterampilan yang Dibutuhkan sebagai Brand Owner,Other,579,55.5123387,20.14147745,-11.044521,8.107348,1879.986887,1272.972791
433,marselinoferdinan10,38.0,4937054.0,999.0,"Nggak semua orang siap hadapi tantangan.
Tapi yang tahan banting tahu: proses nggak bisa dilewati, harus dijalani.
Dan hasilnya? Terbukti sendiri.🔥

@clearindonesia @erspo.official
#ScalpBarrierKuat #clearlytahanbanting",219,2025-08-09T10:43:59,41.474,2,2,49265,559,828656.0,"Transkrip ini menceritakan perjuangan seseorang yang berusaha membuktikan diri di dunia sepak bola, meskipun dianggap terlalu muda dan tidak berpengalaman. Ia berhasil mencetak dua gol yang menjadi penentu dalam pertandingan, menunjukkan keteguhan dan mental yang kuat. Selain itu, transkrip juga menyampaikan pentingnya merawat kulit kepala dengan menggunakan produk yang mengandung niacinamide untuk memperkuat barrier kulit dan meningkatkan fokus.",Perjuangan dan Perawatan Kulit Kepala,Kesehatan,450,86.73873869,14.78030906,-19.473057,8.717757,1878.354788,773.2281117
441,ibnujamilo,8259.0,1981326.0,2593.0,"selalu seru nonton Basket Tim Jagoan @hangtuah.basketball ..whoohooo Hangtuah menang lagi dari Bali United ..curiga bisa bisa Juara nih..🙏

#jamilosjourney #hangtuahjakarta #gofighters 💙💜",187,2025-05-15T14:50:39,93.574,3,1,1007,10,39330.0,"Transkrip ini membahas pertandingan antara Hang Tuang dan Bali United. Dalam video ini, ditekankan bahwa kata 'United' hanya boleh digunakan oleh Mu (MU) dan bukan untuk tim lainnya, sehingga dipilihlah Rakim. Video ini diakhiri dengan ucapan terima kasih kepada penonton.",Pertandingan Hang Tuang vs Bali United,Olahraga,272,109.3572489,19.63430474,-10.583502,3.746908,1897.980853,354.9124302
195,arifinofficial_,554.0,7734.0,434.0,"🏆 Pelepasan Kontingen Atlet Jakarta Pusat
Ayo semangat para atlet negeri, Hari ini kita melepas 360 atlet terbaik Jakarta Pusat untuk berlaga dalam Pekan Olahraga Pelajar Provinsi (POPPROV) dan Pekan Olahraga Provinsi (PORPROV) DKI Jakarta 2025.

Saya menyampaikan harapan dan doa terbaik untuk seluruh atlet agar bisa menunjukkan performa terbaik, menjunjung sportivitas, dan tentunya membawa kebanggaan bagi Kota Jakarta Pusat.

Berjuanglah dengan semangat, disiplin, dan percaya diri—karena kalian adalah harapan dan inspirasi generasi muda.

Salam olahraga 💪🔥

@pramonoanungw @si.rano @dkijkarta 
@kominfojakpus @sudinpora_jp @disporadkijkt @dkijakarta 
#JakartaPusatBerprestasi #AtletJakartaPusat #POPPROV2025 #PORPROVDKI2025 #salamolahraga",745,2025-08-01T08:26:16,104.383,5,7,176,1,5510.0,"Dalam acara pelepasan kontingen atlet Jakarta Pusat untuk mengikuti Pekan Olahraga Pelajar Provinsi dan Pekan Olahraga Provinsi DKI Jakarta tahun 2025, penyebut nama mengucapkan selamat dan memberikan motivasi kepada 360 atlet dan 56 pelatih serta asisten pelatih. Diharapkan mereka dapat mengharumkan nama Jakarta Pusat dengan menunjukkan kemampuan terbaik setelah melalui proses seleksi yang ketat. Dengan penuh keyakinan, diharapkan kontingen ini bisa membawa kebanggaan dan sukses dalam pertandingan tersebut.",Pelepasan Kontingen Atlet Jakarta Pusat untuk Pekan Olahraga Pelajar Provinsi DKI Jakarta 2025,Olahraga,513,72.09739109,18.32271232,-12.031208,6.4573703,1530.761732,463.248174
792,tasyafarasya,3922.0,7346564.0,1112.0,waktunya ken nyobain moist symwhite 377! karenaaa abis liburan kmnrn dia mendadak kusam dan after sebulan pakai ternyata it works di kulit dia! luvly!!!,152,2025-06-11T13:59:04,77.166,0,0,4308,213,322130.0,"Video ini mengulas produk terbaru dari MS Glow, yaitu Simul 377 Moisturizer, yang digunakan selama satu bulan. Hasilnya menunjukkan perubahan signifikan pada wajah, seperti warna kulit lebih rata, reduksi bintik hitam, dan pengurangan bekas jerawat. Produk ini mengandung niacinamide dan tranexamic acid, yang terbukti efektif dalam menyamarkan noda dan meratakan warna kulit.",Review dan Manfaat MS Glow Simul 377 Moisturizer,Kecantikan,376,120.7131388,14.58163415,-13.908387,5.6821547,1751.739036,656.2179871
732,dokter.ikan.indonesia,399.0,283453.0,359.0,"Masih seluas itu ternyata dunia kedokteran ikan, bahkan kalau diluar, reef juga ditangani oleh dokter hewan kalau sakit. Aku sendiri masih harus belajar banyaaakk huhu merasa ilmu ku belum ada apa2nya. Semangat terus ngga sihh
@thereefvet such an awesome work!!

#fish #dokterikan #dokterikanindonesia #ikan #animal #koi #animallovers #fishvet #koifish #fishtank #saltwateraquarium",381,2024-09-04T06:45:52,43.566,11,1,104609,240,1808977.0,"Video ini menceritakan kasus penanganan kuda laut yang menderita gas bubble disease, di mana hewan tersebut tidak bisa berenang normal karena kelebihan gas di kantungnya. Dokter hewan, Alex di New York, menangani kasus ini dengan memasang katheter untuk melepaskan gas yang terperangkap, sehingga kuda laut bisa berenang kembali secara normal. Kasus ini dibagikan untuk bahan belajar dokter hewan Indonesia dan menunjukkan betapa luasnya dunia kedokteran ikan.",Penanganan Gas Bubble Disease pada Kuda Laut dengan Metode Katheter,Kesehatan,460,79.13889476,28.39304081,-8.9679575,3.983293,2044.875463,1077.563822
448,moladin_id,2657.0,94644.0,12.0,"Bukan sebatas bersolek, Hyundai Creta N Line Turbo dibekali mesin 1.500cc turbo yang dipadu transmisi DCT 7-percepatan. On paper output mesin cukup besar dan fiturnya juga lebih lengkap untuk ‘nyenggol’ Honda HR-V RS. Gimana, menarik gak nih?

Harga Hyundai Creta Basic:
-Active MT
Rp299,700,000
-Trend MT
Rp331,640,000
-Trend IVT
Rp352,140,000
-Style
Rp396,640,000
-Prime
Rp426,940,000

Harga Hyundai Creta N Line:
-N Line
Rp460,500,000
-N Line Turbo
Rp507,280,000

#hyundaicreta #hyundaicretanline #mobilbaru #hargamobilbaru #reviewmobilbaru #tipsmobil #mobilbaru",565,2025-01-09T13:52:10,89.952,7,0,376,35,14527.0,"Video ini membahas tentang peluncuran varian terbaru Hyundai, yaitu N-Line, yang merupakan model facelift dengan penyempurnaan fitur dan performa. Dari segi desain, N-Line memiliki tampilan yang lebih agresif dengan grille dan spoiler yang lebih menonjol, serta velg 18 inci. Interiorpun mendapat sentuhan baru seperti layar infotainment dan instrumentasi digital, serta fitur kamera 360 dan jok elektrik. Mesinnya menggunakan 1500cc turbo yang memberikan tenaga lebih besar, menjadikannya pesaing serius untuk Honda HR-V RS dengan harga yang juga lebih tinggi.",Hyundai N-Line Lawan Honda HR-V RS: Varian Terbaru dengan Performa Lebih Kuat,Otomotif,561,112.7909821,26.12308108,-12.084598,5.695494,1520.774374,742.9519453
156,skincarian,1564.0,184927.0,1095.0,"Somethinc punya SERUM BARU! 🥳🎉

Well sebenernya ini bukan serum yang baru dibikin sama Somethinc sih, tapi ini adalah serum-serum somethinc yang diupgrade formulasinya dan di ganti packagingnya juga… jadi makin ciamik dan hasilnya pun makin bagus dari yang sebelumnya 🥰

Untuk reviewnya bisa kamu tonton video ini sampai habis ya. Jangan lupa SAVE & SHARE reels ini ke teman-teman kamu, supaya mereka tau kalau serumnya Somethinc udah di upgrade besar-besaran!! 🫣

Next, aku harus review serum Somethinc yang varian apa nih? coba komen 👇👇",538,2025-06-23T08:29:06,51.402,0,0,334,49,19445.0,"Video ini membahas serum Vitamin C terbaru dari Something, yaitu Glassy 12% Vitamin C. Serum ini memiliki kandungan seperti 12% Vitamin C, Blutabrite (kandungan pencerah paten Something), dan Ferulic Acid. Teksturnya cair dan cepat menyerap. Sang pengguna sudah mencoba serum ini selama seminggu dan melihat hasil yang signifikan pada kulit, seperti lebih cerah dan sehat.",Review Serum Vitamin C Terbaru dari Something,Kecantikan,372,123.7851505,12.79084623,-9.165535,5.454759,1968.100752,1045.671268
699,jagat.review,2336.0,187865.0,12.0,"Lenovo Yoga Pro 7i Aura Edition ditujukan tidak hanya untuk pekerja profesional, karena masih bisa digunakan untuk berbagai kebutuhan, seperti editing video, rendering 3D dan bermain game.
Prosesor menggunakan  Intel® Core™ Ultra 9  285H dan Layar sudah menggunakan  Lenovo PureSight Pro OLED resolusi 3K 120 Hz, 100% DCI-P3, jadi pasti mantap.
Garansinya sampai 3 Tahun dengan ADP yang bisa diklaim berkali-kali.
Laptop ini bisa dibeli di Lenovo Official dan Authorized store melalui online marketplace, atau langsung ke toko offline di seluruh Indonesia",555,2025-06-20T03:00:18,71.36,0,0,327,6,19819.0,"Video ini memperkenalkan Lenovo Yoga Pro 7i Aura Edition, laptop yang dirancang untuk pebisnis dan pekerja profesional dengan performa tinggi. Ditenagai oleh prosesor Intel Core Ultra 9285H dengan 16 Core, RAM 32GB, dan storage 1TB, laptop ini cocok untuk multitasking, editing, dan rendering 3D. Layarnya menggunakan Lenovo Pure Side Pro OLED dengan resolusi 3K, 120Hz, dan 100% DCI-P3, serta mendukung hingga 4 layar tambahan untuk meningkatkan produktivitas.",Lenovo Yoga Pro 7i Aura Edition: Laptop Produktivitas Tinggi untuk Profesional,Teknologi,461,103.3905814,30.24479487,-9.171851,8.132551,1538.205542,896.7244046
512,mobiletech.id,2766.0,42186.0,496.0,"Denza D9 + extended row three = bikin penumpang baris belakang makin nyaman! Liat hasil modif kita bareng @motomobitv yang satu ini…
•
•

#mobileTechnology #MobileTech #mobiletechid #mobiletechnews #mobiletechinfo #TerimaBeresAja #denza #denzad9 #extendedrowthree #mobil",270,2025-06-14T05:00:00,82.966,10,1,1317,16,70791.0,"Transkrip membahas masalah keterbatasan ruang kaki di kursi baris ketiga mobil yang tidak bisa dimaju atau ditempatkan dengan nyaman. Permasalahan ini mempengaruhi kenyamanan penumpang dan kapasitas bagasi. Solusinya ditemukan melalui modifikasi oleh Mobile Tech yang memungkinkan kursi baris ketiga untuk dimundurkan secara elektrik dengan menambahkan rel yang lebih panjang, sehingga memberikan ruang kaki yang lebih luas tanpa mengubah desain aslinya.",Modifikasi Kursi Belakang Mobil untuk Kaki yang Lebih Luas,Otomotif,454,94.42251065,31.64190805,-18.541803,9.83407,1488.470519,833.9187867
425,shintadars,84.0,83126.0,1565.0,"Uda smp tahap mana? 😂💪
Siapa yg mau bisa pull up? 
Cobain step by step ini 🔥💪
Aku pakai gloves & resistance band & weighted plat dari @burnlabindonesia 
Lagi ada diskon 10% pake kode BURNSHN10 
gas buruan diborong.
Biar cepet bisa unlock pull up 😘❤️
DM for private coaching 🔥💪

#pullups #pullup #resistancebands #olahraga",321,2024-11-13T04:44:41,43.733,4,1,367048,1560,7192378.0,"Transkrip membahas tentang berbagai variasi latihan pull up dan cara untuk meningkatkan kemampuan melakukan pull up. Dijelaskan bahwa dengan memulai dari wall pull up hingga pull up dengan beban, seseorang dapat secara bertahap meningkatkan jumlah pull up yang bisa dilakukan. Misalnya, 20 wall pull up setara dengan 1 Australian pull up, dan 20 Australian pull up dapat meningkatkan kemampuan hingga pull up dengan beban. Transkrip juga menyarankan untuk terus berlatih dan mengikuti tips selanjutnya untukроворота.",Variasi Latihan Pull Up dan Tips Meningkatkan Kemampuan,Olahraga,516,91.9640386,22.4892628,-10.298708,6.6500263,1620.298268,794.3981639
641,indogadgetservice,24.0,957.0,6281.0,"Yang Lcd iPhone kalian rusak bagian layar Lcd nya bisa di servis di indo gadget servis. Selain pelayanan bagus bisa ditunggu dan harga sangat terjangkau deh. Ganti LCD iPhone mulai 400rb an aja loh..
Yang mau tanya tanya bisa dm mimin ya 085700242898
Alamat : jl gedong kuning No.138b Wonocatur Rejowinangun Yogyakarta 

 #servishpmurah #servishp #servisiphone #servisiphonejogja #servishpjogja #yogyakarta #jogja",413,2025-01-03T07:18:11,42.266,7,0,31,4,11639.0,"Transkrip ini menceritakan kasus LCD iPhone series 12 yang mengalami gangguan berupa garis pada layar. Pemilik langsung meminta penggantian LCD baruBecauseuharga yang relatif murah, yaitu sekitar satu jutaan. Selain itu, transkrip juga mempromosikan layanan service 'indogadget service' yang menawarkan jasa penggantian LCD dengan harga terjangkau dan pengerjaan yang cepat, sehingga diklaim tidak akan mengecewakan.","LCD iPhone Series 12 Bergaris, Solusi Murah di Indogadget Service",Other,416,108.5489275,14.30027004,-9.584613,6.5125604,2265.210516,1123.37613
706,autonetmagz,15622.0,788709.0,299.0,"Ke GIIAS Rasa ke Jepang!!!!

Yap, Mazda Indonesia kembali hadir di GIIAS 2025 dengan banyak hal yang menarik, mulai dari Mazda CX-3 Pro with AutoExe, Mazda CX-3 Kuro dan Mazda CX-60 Sport.

Selain itu, banyak keseruan yang dihadirkan seperti Mazda Lounge, Mazda Cafe, Mazda Curated, serta tampilan booth yang terinspirasi dari Mazda Trans Aoyama, berasa lagi ke Jepang.

Promo?? Tentu aja ada, bahkan ada Exclusive Sales Deal sampai 100 juta dan undian liburan ke Jepang dan Singapura.

So, jangan lupa hadir di booth Mazda di GIIAS 2025. #MazdaGIIAS2025 #MazdaIndonesia #AutonetMagzInfo",587,2025-07-26T00:12:52,97.615,3,0,746,16,38283.0,"Video ini memperkenalkan berbagai model mobil Mazda yang dipamerkan di booth Mazda selama event GIAS. Model yang ditampilkan antara lain Mazda CX-3 Pro 2000cc dengan aksesoris Auto XC, Mazda CX-60 versi RWD dengan harga spesial, Mazda CX-80 Plug-in Hybrid, Mazda CX-30, dan Mazda 3 Hatchback. Selain itu, ada juga fasilitas seperti Mazda Launch, Mazda Cafe, dan Mazda Curated. Event ini menawarkan promo menarik seperti potongan harga hingga 100 juta rupiah, DP rendah, dan undian perjalanan ke Jepang atau Singapura.",Mazda di GIAS: Promo dan Model Terbaru,Otomotif,517,117.7222399,14.43781008,-10.350257,6.8930893,1582.04104,908.4616034
